seed_idx,seed_alpha0_dec,seed_beta0_dec,seed_alpha0_hex,seed_beta0_hex,alpha0,beta0,alphaR,betaR,alpha0_hex,beta0_hex,alphaR_hex,betaR_hex,cw_total
419,47166,8391,0xb83e,0x20c7,,,,,,,,,inf
418,2810,11976,0xafa,0x2ec8,,,,,,,,,inf
417,27289,29846,0x6a99,0x7496,,,,,,,,,inf
416,57851,37623,0xe1fb,0x92f7,,,,,,,,,inf
447,12973,7736,0x32ad,0x1e38,,,,,,,,,inf
446,771,17631,0x303,0x44df,,,,,,,,,inf
445,5447,15049,0x1547,0x3ac9,,,,,,,,,inf
444,65083,57989,0xfe3b,0xe285,,,,,,,,,inf
443,47311,58786,0xb8cf,0xe5a2,,,,,,,,,inf
442,19613,4779,0x4c9d,0x12ab,,,,,,,,,inf
441,5685,9969,0x1635,0x26f1,,,,,,,,,inf
440,17418,561,0x440a,0x231,,,,,,,,,inf
439,51394,34254,0xc8c2,0x85ce,,,,,,,,,inf
438,27726,59667,0x6c4e,0xe913,,,,,,,,,inf
437,38449,53653,0x9631,0xd195,,,,,,,,,inf
436,17483,51777,0x444b,0xca41,,,,,,,,,inf
435,41265,46742,0xa131,0xb696,,,,,,,,,inf
434,59284,17388,0xe794,0x43ec,,,,,,,,,inf
433,5885,40131,0x16fd,0x9cc3,,,,,,,,,inf
432,5922,31605,0x1722,0x7b75,,,,,,,,,inf
463,53846,51955,0xd256,0xcaf3,,,,,,,,,inf
462,5189,11371,0x1445,0x2c6b,,,,,,,,,inf
461,60243,14964,0xeb53,0x3a74,,,,,,,,,inf
460,44592,2654,0xae30,0xa5e,,,,,,,,,inf
459,32001,59620,0x7d01,0xe8e4,,,,,,,,,inf
458,59602,64651,0xe8d2,0xfc8b,,,,,,,,,inf
457,29022,39018,0x715e,0x986a,,,,,,,,,inf
456,64451,52195,0xfbc3,0xcbe3,,,,,,,,,inf
455,24477,40314,0x5f9d,0x9d7a,,,,,,,,,inf
454,59905,32435,0xea01,0x7eb3,,,,,,,,,inf
453,50807,28445,0xc677,0x6f1d,,,,,,,,,inf
452,4736,49740,0x1280,0xc24c,,,,,,,,,inf
451,42947,64107,0xa7c3,0xfa6b,,,,,,,,,inf
450,46496,19454,0xb5a0,0x4bfe,,,,,,,,,inf
449,36401,54411,0x8e31,0xd48b,,,,,,,,,inf
448,37605,31099,0x92e5,0x797b,,,,,,,,,inf
479,22236,35558,0x56dc,0x8ae6,,,,,,,,,inf
478,7030,51597,0x1b76,0xc98d,,,,,,,,,inf
477,58280,27734,0xe3a8,0x6c56,,,,,,,,,inf
476,30172,46195,0x75dc,0xb473,,,,,,,,,inf
475,23638,34440,0x5c56,0x8688,,,,,,,,,inf
474,19777,35122,0x4d41,0x8932,,,,,,,,,inf
473,37245,53009,0x917d,0xcf11,,,,,,,,,inf
472,45732,29119,0xb2a4,0x71bf,,,,,,,,,inf
471,41120,7547,0xa0a0,0x1d7b,,,,,,,,,inf
470,48353,33847,0xbce1,0x8437,,,,,,,,,inf
469,55143,52400,0xd767,0xccb0,,,,,,,,,inf
468,6942,34837,0x1b1e,0x8815,,,,,,,,,inf
467,49339,38037,0xc0bb,0x9495,,,,,,,,,inf
466,42001,8524,0xa411,0x214c,,,,,,,,,inf
465,13551,12254,0x34ef,0x2fde,,,,,,,,,inf
464,3283,5571,0xcd3,0x15c3,,,,,,,,,inf
495,11887,7194,0x2e6f,0x1c1a,,,,,,,,,inf
494,37725,48256,0x935d,0xbc80,,,,,,,,,inf
493,14017,42223,0x36c1,0xa4ef,,,,,,,,,inf
492,55504,28194,0xd8d0,0x6e22,,,,,,,,,inf
491,56732,19926,0xdd9c,0x4dd6,,,,,,,,,inf
490,65034,51620,0xfe0a,0xc9a4,,,,,,,,,inf
489,47795,52238,0xbab3,0xcc0e,,,,,,,,,inf
488,16706,29545,0x4142,0x7369,,,,,,,,,inf
487,45004,43417,0xafcc,0xa999,,,,,,,,,inf
486,8255,29705,0x203f,0x7409,,,,,,,,,inf
485,5921,37298,0x1721,0x91b2,,,,,,,,,inf
484,58928,22178,0xe630,0x56a2,,,,,,,,,inf
483,4439,32147,0x1157,0x7d93,,,,,,,,,inf
482,64329,4371,0xfb49,0x1113,,,,,,,,,inf
481,55625,7789,0xd949,0x1e6d,,,,,,,,,inf
480,10983,20620,0x2ae7,0x508c,,,,,,,,,inf
511,45943,49173,0xb377,0xc015,,,,,,,,,inf
510,44721,11876,0xaeb1,0x2e64,,,,,,,,,inf
509,62344,33381,0xf388,0x8265,,,,,,,,,inf
508,9647,44208,0x25af,0xacb0,,,,,,,,,inf
507,64077,8362,0xfa4d,0x20aa,,,,,,,,,inf
506,58168,60830,0xe338,0xed9e,,,,,,,,,inf
505,44546,19742,0xae02,0x4d1e,,,,,,,,,inf
504,26435,37460,0x6743,0x9254,,,,,,,,,inf
503,16400,65114,0x4010,0xfe5a,,,,,,,,,inf
502,61805,15116,0xf16d,0x3b0c,,,,,,,,,inf
501,58625,4634,0xe501,0x121a,,,,,,,,,inf
500,20326,43375,0x4f66,0xa96f,,,,,,,,,inf
499,21299,8574,0x5333,0x217e,,,,,,,,,inf
498,38657,13972,0x9701,0x3694,,,,,,,,,inf
497,34061,49415,0x850d,0xc107,,,,,,,,,inf
527,58132,63554,0xe314,0xf842,,,,,,,,,inf
526,28148,22282,0x6df4,0x570a,,,,,,,,,inf
525,17999,35850,0x464f,0x8c0a,,,,,,,,,inf
524,45260,18830,0xb0cc,0x498e,,,,,,,,,inf
523,17363,61991,0x43d3,0xf227,,,,,,,,,inf
522,57280,59471,0xdfc0,0xe84f,,,,,,,,,inf
521,36233,57179,0x8d89,0xdf5b,,,,,,,,,inf
520,40606,14833,0x9e9e,0x39f1,,,,,,,,,inf
519,12831,11687,0x321f,0x2da7,,,,,,,,,inf
518,58519,59658,0xe497,0xe90a,,,,,,,,,inf
517,17483,34005,0x444b,0x84d5,,,,,,,,,inf
516,26561,38498,0x67c1,0x9662,,,,,,,,,inf
515,57701,62157,0xe165,0xf2cd,,,,,,,,,inf
514,48174,64389,0xbc2e,0xfb85,,,,,,,,,inf
513,44557,12676,0xae0d,0x3184,,,,,,,,,inf
512,60927,18097,0xedff,0x46b1,,,,,,,,,inf
543,6822,49333,0x1aa6,0xc0b5,,,,,,,,,inf
542,53927,22579,0xd2a7,0x5833,,,,,,,,,inf
541,58822,25490,0xe5c6,0x6392,,,,,,,,,inf
540,49125,18116,0xbfe5,0x46c4,,,,,,,,,inf
539,11575,42776,0x2d37,0xa718,,,,,,,,,inf
538,14551,40915,0x38d7,0x9fd3,,,,,,,,,inf
537,2526,12826,0x9de,0x321a,,,,,,,,,inf
536,36929,59625,0x9041,0xe8e9,,,,,,,,,inf
535,57396,2797,0xe034,0xaed,,,,,,,,,inf
534,21653,46036,0x5495,0xb3d4,,,,,,,,,inf
533,35920,2955,0x8c50,0xb8b,,,,,,,,,inf
532,7799,23848,0x1e77,0x5d28,,,,,,,,,inf
531,41895,51638,0xa3a7,0xc9b6,,,,,,,,,inf
530,5553,49870,0x15b1,0xc2ce,,,,,,,,,inf
529,31307,41122,0x7a4b,0xa0a2,,,,,,,,,inf
528,28727,14741,0x7037,0x3995,,,,,,,,,inf
559,42973,65135,0xa7dd,0xfe6f,,,,,,,,,inf
558,17305,3997,0x4399,0xf9d,,,,,,,,,inf
557,42860,54264,0xa76c,0xd3f8,,,,,,,,,inf
556,40280,46166,0x9d58,0xb456,,,,,,,,,inf
555,37180,2486,0x913c,0x9b6,,,,,,,,,inf
554,11034,54683,0x2b1a,0xd59b,,,,,,,,,inf
553,48654,53171,0xbe0e,0xcfb3,,,,,,,,,inf
552,28253,49768,0x6e5d,0xc268,,,,,,,,,inf
551,22360,4059,0x5758,0xfdb,,,,,,,,,inf
550,64237,49270,0xfaed,0xc076,,,,,,,,,inf
549,21427,9662,0x53b3,0x25be,,,,,,,,,inf
548,25620,59480,0x6414,0xe858,,,,,,,,,inf
547,49283,6836,0xc083,0x1ab4,,,,,,,,,inf
546,21515,49600,0x540b,0xc1c0,,,,,,,,,inf
545,29823,44446,0x747f,0xad9e,,,,,,,,,inf
575,43625,41781,0xaa69,0xa335,,,,,,,,,inf
574,64791,28195,0xfd17,0x6e23,,,,,,,,,inf
573,37529,44620,0x9299,0xae4c,,,,,,,,,inf
572,33522,45645,0x82f2,0xb24d,,,,,,,,,inf
571,39808,4933,0x9b80,0x1345,,,,,,,,,inf
570,22348,6161,0x574c,0x1811,,,,,,,,,inf
569,51909,62814,0xcac5,0xf55e,,,,,,,,,inf
568,60939,55728,0xee0b,0xd9b0,,,,,,,,,inf
567,56454,24089,0xdc86,0x5e19,,,,,,,,,inf
566,60360,60243,0xebc8,0xeb53,,,,,,,,,inf
565,27487,20193,0x6b5f,0x4ee1,,,,,,,,,inf
564,63062,50044,0xf656,0xc37c,,,,,,,,,inf
563,38929,49388,0x9811,0xc0ec,,,,,,,,,inf
562,47580,58303,0xb9dc,0xe3bf,,,,,,,,,inf
561,22733,37939,0x58cd,0x9433,,,,,,,,,inf
560,30895,65212,0x78af,0xfebc,,,,,,,,,inf
591,12179,5576,0x2f93,0x15c8,,,,,,,,,inf
590,35314,8694,0x89f2,0x21f6,,,,,,,,,inf
589,54260,3002,0xd3f4,0xbba,,,,,,,,,inf
588,11524,18195,0x2d04,0x4713,,,,,,,,,inf
587,54956,24611,0xd6ac,0x6023,,,,,,,,,inf
586,52196,30654,0xcbe4,0x77be,,,,,,,,,inf
585,3344,32938,0xd10,0x80aa,,,,,,,,,inf
584,55448,5262,0xd898,0x148e,,,,,,,,,inf
583,45848,49490,0xb318,0xc152,,,,,,,,,inf
582,35819,15433,0x8beb,0x3c49,,,,,,,,,inf
581,20224,1243,0x4f00,0x4db,,,,,,,,,inf
580,11013,61996,0x2b05,0xf22c,,,,,,,,,inf
579,64050,42437,0xfa32,0xa5c5,,,,,,,,,inf
578,44719,47371,0xaeaf,0xb90b,,,,,,,,,inf
577,48874,20546,0xbeea,0x5042,,,,,,,,,inf
576,45211,56842,0xb09b,0xde0a,,,,,,,,,inf
607,8653,29881,0x21cd,0x74b9,,,,,,,,,inf
606,30599,62511,0x7787,0xf42f,,,,,,,,,inf
605,17452,31003,0x442c,0x791b,,,,,,,,,inf
604,60584,58845,0xeca8,0xe5dd,,,,,,,,,inf
603,23675,46386,0x5c7b,0xb532,,,,,,,,,inf
602,5183,64850,0x143f,0xfd52,,,,,,,,,inf
601,52468,1431,0xccf4,0x597,,,,,,,,,inf
600,40967,52439,0xa007,0xccd7,,,,,,,,,inf
599,33830,49055,0x8426,0xbf9f,,,,,,,,,inf
598,54535,675,0xd507,0x2a3,,,,,,,,,inf
597,47954,62159,0xbb52,0xf2cf,,,,,,,,,inf
596,32457,22523,0x7ec9,0x57fb,,,,,,,,,inf
595,37700,37813,0x9344,0x93b5,,,,,,,,,inf
594,47336,30722,0xb8e8,0x7802,,,,,,,,,inf
593,46631,60671,0xb627,0xecff,,,,,,,,,inf
592,55618,65236,0xd942,0xfed4,,,,,,,,,inf
623,12589,56488,0x312d,0xdca8,,,,,,,,,inf
622,8904,16026,0x22c8,0x3e9a,,,,,,,,,inf
621,24845,1948,0x610d,0x79c,,,,,,,,,inf
620,48938,58350,0xbf2a,0xe3ee,,,,,,,,,inf
619,61209,32804,0xef19,0x8024,,,,,,,,,inf
618,61516,34488,0xf04c,0x86b8,,,,,,,,,inf
617,14235,1213,0x379b,0x4bd,,,,,,,,,inf
616,62349,4304,0xf38d,0x10d0,,,,,,,,,inf
615,4300,48448,0x10cc,0xbd40,,,,,,,,,inf
614,50691,15271,0xc603,0x3ba7,,,,,,,,,inf
613,33850,13772,0x843a,0x35cc,,,,,,,,,inf
612,24822,420,0x60f6,0x1a4,,,,,,,,,inf
611,11939,18159,0x2ea3,0x46ef,,,,,,,,,inf
610,24356,39039,0x5f24,0x987f,,,,,,,,,inf
609,228,54069,0xe4,0xd335,,,,,,,,,inf
608,33070,55075,0x812e,0xd723,,,,,,,,,inf
639,6507,24985,0x196b,0x6199,,,,,,,,,inf
638,47625,27296,0xba09,0x6aa0,,,,,,,,,inf
637,50302,61472,0xc47e,0xf020,,,,,,,,,inf
636,2348,54311,0x92c,0xd427,,,,,,,,,inf
635,52431,55338,0xcccf,0xd82a,,,,,,,,,inf
634,13246,28965,0x33be,0x7125,,,,,,,,,inf
633,51270,14983,0xc846,0x3a87,,,,,,,,,inf
632,49119,45036,0xbfdf,0xafec,,,,,,,,,inf
631,64417,56038,0xfba1,0xdae6,,,,,,,,,inf
630,4243,46841,0x1093,0xb6f9,,,,,,,,,inf
629,40180,50804,0x9cf4,0xc674,,,,,,,,,inf
628,64056,50616,0xfa38,0xc5b8,,,,,,,,,inf
627,14995,28627,0x3a93,0x6fd3,,,,,,,,,inf
626,30571,43008,0x776b,0xa800,,,,,,,,,inf
625,7932,8616,0x1efc,0x21a8,,,,,,,,,inf
624,3256,50305,0xcb8,0xc481,,,,,,,,,inf
655,11115,21141,0x2b6b,0x5295,,,,,,,,,inf
654,42455,57611,0xa5d7,0xe10b,,,,,,,,,inf
653,55476,65231,0xd8b4,0xfecf,,,,,,,,,inf
652,7193,60001,0x1c19,0xea61,,,,,,,,,inf
651,40289,38963,0x9d61,0x9833,,,,,,,,,inf
650,19830,16544,0x4d76,0x40a0,,,,,,,,,inf
649,11047,63575,0x2b27,0xf857,,,,,,,,,inf
648,17186,5268,0x4322,0x1494,,,,,,,,,inf
647,2578,22195,0xa12,0x56b3,,,,,,,,,inf
646,26252,6499,0x668c,0x1963,,,,,,,,,inf
645,11355,7224,0x2c5b,0x1c38,,,,,,,,,inf
644,55379,51314,0xd853,0xc872,,,,,,,,,inf
643,8587,34750,0x218b,0x87be,,,,,,,,,inf
642,44711,11981,0xaea7,0x2ecd,,,,,,,,,inf
641,63788,57208,0xf92c,0xdf78,,,,,,,,,inf
640,63864,44129,0xf978,0xac61,,,,,,,,,inf
671,15866,16127,0x3dfa,0x3eff,,,,,,,,,inf
670,6936,51816,0x1b18,0xca68,,,,,,,,,inf
669,60226,37762,0xeb42,0x9382,,,,,,,,,inf
668,53565,7827,0xd13d,0x1e93,,,,,,,,,inf
667,35193,4492,0x8979,0x118c,,,,,,,,,inf
666,38868,13224,0x97d4,0x33a8,,,,,,,,,inf
665,43442,3681,0xa9b2,0xe61,,,,,,,,,inf
664,24627,8509,0x6033,0x213d,,,,,,,,,inf
663,55123,21076,0xd753,0x5254,,,,,,,,,inf
662,16559,64584,0x40af,0xfc48,,,,,,,,,inf
661,41914,11215,0xa3ba,0x2bcf,,,,,,,,,inf
660,32755,4100,0x7ff3,0x1004,,,,,,,,,inf
659,56553,26145,0xdce9,0x6621,,,,,,,,,inf
658,14889,52955,0x3a29,0xcedb,,,,,,,,,inf
657,51298,61308,0xc862,0xef7c,,,,,,,,,inf
656,13038,26771,0x32ee,0x6893,,,,,,,,,inf
687,20703,54576,0x50df,0xd530,,,,,,,,,inf
686,22440,28682,0x57a8,0x700a,,,,,,,,,inf
685,104,45807,0x68,0xb2ef,,,,,,,,,inf
684,28776,19260,0x7068,0x4b3c,,,,,,,,,inf
683,18879,36535,0x49bf,0x8eb7,,,,,,,,,inf
682,24729,2168,0x6099,0x878,,,,,,,,,inf
681,24122,46591,0x5e3a,0xb5ff,,,,,,,,,inf
680,4401,46781,0x1131,0xb6bd,,,,,,,,,inf
679,8630,30458,0x21b6,0x76fa,,,,,,,,,inf
678,21193,60870,0x52c9,0xedc6,,,,,,,,,inf
677,21356,12118,0x536c,0x2f56,,,,,,,,,inf
676,3441,24912,0xd71,0x6150,,,,,,,,,inf
675,36205,18708,0x8d6d,0x4914,,,,,,,,,inf
674,12278,26126,0x2ff6,0x660e,,,,,,,,,inf
673,14382,33314,0x382e,0x8222,,,,,,,,,inf
672,37421,30799,0x922d,0x784f,,,,,,,,,inf
703,31090,27619,0x7972,0x6be3,,,,,,,,,inf
702,57779,43809,0xe1b3,0xab21,,,,,,,,,inf
701,45819,64460,0xb2fb,0xfbcc,,,,,,,,,inf
700,40669,11066,0x9edd,0x2b3a,,,,,,,,,inf
699,1095,31323,0x447,0x7a5b,,,,,,,,,inf
698,19223,25840,0x4b17,0x64f0,,,,,,,,,inf
697,31023,42916,0x792f,0xa7a4,,,,,,,,,inf
696,53561,484,0xd139,0x1e4,,,,,,,,,inf
695,493,17508,0x1ed,0x4464,,,,,,,,,inf
694,43223,38571,0xa8d7,0x96ab,,,,,,,,,inf
693,48085,36456,0xbbd5,0x8e68,,,,,,,,,inf
692,42115,20787,0xa483,0x5133,,,,,,,,,inf
691,6309,37151,0x18a5,0x911f,,,,,,,,,inf
690,14863,63944,0x3a0f,0xf9c8,,,,,,,,,inf
689,775,9783,0x307,0x2637,,,,,,,,,inf
688,9963,24248,0x26eb,0x5eb8,,,,,,,,,inf
719,25418,23119,0x634a,0x5a4f,,,,,,,,,inf
718,32340,40007,0x7e54,0x9c47,,,,,,,,,inf
717,27516,28864,0x6b7c,0x70c0,,,,,,,,,inf
716,42323,24250,0xa553,0x5eba,,,,,,,,,inf
715,25460,54219,0x6374,0xd3cb,,,,,,,,,inf
714,7780,34290,0x1e64,0x85f2,,,,,,,,,inf
713,62786,4203,0xf542,0x106b,,,,,,,,,inf
712,188,55442,0xbc,0xd892,,,,,,,,,inf
711,55797,21123,0xd9f5,0x5283,,,,,,,,,inf
710,56573,54002,0xdcfd,0xd2f2,,,,,,,,,inf
709,55338,34678,0xd82a,0x8776,,,,,,,,,inf
708,2633,17087,0xa49,0x42bf,,,,,,,,,inf
707,52024,2190,0xcb38,0x88e,,,,,,,,,inf
706,50117,65105,0xc3c5,0xfe51,,,,,,,,,inf
705,53207,60333,0xcfd7,0xebad,,,,,,,,,inf
704,8165,63933,0x1fe5,0xf9bd,,,,,,,,,inf
735,23591,454,0x5c27,0x1c6,,,,,,,,,inf
734,35394,10002,0x8a42,0x2712,,,,,,,,,inf
733,51292,44703,0xc85c,0xae9f,,,,,,,,,inf
732,63839,46197,0xf95f,0xb475,,,,,,,,,inf
731,8233,40163,0x2029,0x9ce3,,,,,,,,,inf
730,49448,64747,0xc128,0xfceb,,,,,,,,,inf
729,50684,57115,0xc5fc,0xdf1b,,,,,,,,,inf
728,39057,2257,0x9891,0x8d1,,,,,,,,,inf
727,37775,31944,0x938f,0x7cc8,,,,,,,,,inf
726,63508,43238,0xf814,0xa8e6,,,,,,,,,inf
725,14927,29159,0x3a4f,0x71e7,,,,,,,,,inf
724,44129,2098,0xac61,0x832,,,,,,,,,inf
723,39965,9027,0x9c1d,0x2343,,,,,,,,,inf
722,10539,60317,0x292b,0xeb9d,,,,,,,,,inf
721,35579,40597,0x8afb,0x9e95,,,,,,,,,inf
720,29027,64287,0x7163,0xfb1f,,,,,,,,,inf
751,20378,40136,0x4f9a,0x9cc8,,,,,,,,,inf
750,36035,52327,0x8cc3,0xcc67,,,,,,,,,inf
749,297,43152,0x129,0xa890,,,,,,,,,inf
748,27397,14698,0x6b05,0x396a,,,,,,,,,inf
747,41756,65186,0xa31c,0xfea2,,,,,,,,,inf
746,19149,56686,0x4acd,0xdd6e,,,,,,,,,inf
745,27635,40310,0x6bf3,0x9d76,,,,,,,,,inf
744,31838,18808,0x7c5e,0x4978,,,,,,,,,inf
743,48655,63525,0xbe0f,0xf825,,,,,,,,,inf
742,50288,54867,0xc470,0xd653,,,,,,,,,inf
741,35530,47143,0x8aca,0xb827,,,,,,,,,inf
740,22891,11947,0x596b,0x2eab,,,,,,,,,inf
739,19268,48593,0x4b44,0xbdd1,,,,,,,,,inf
738,46817,3052,0xb6e1,0xbec,,,,,,,,,inf
737,15747,49961,0x3d83,0xc329,,,,,,,,,inf
736,37500,1851,0x927c,0x73b,,,,,,,,,inf
767,20141,792,0x4ead,0x318,,,,,,,,,inf
766,9013,22945,0x2335,0x59a1,,,,,,,,,inf
765,21977,40343,0x55d9,0x9d97,,,,,,,,,inf
764,58139,36918,0xe31b,0x9036,,,,,,,,,inf
763,26011,7583,0x659b,0x1d9f,,,,,,,,,inf
762,5677,7661,0x162d,0x1ded,,,,,,,,,inf
761,25043,7943,0x61d3,0x1f07,,,,,,,,,inf
760,5195,59493,0x144b,0xe865,,,,,,,,,inf
759,15920,8752,0x3e30,0x2230,,,,,,,,,inf
758,38374,14092,0x95e6,0x370c,,,,,,,,,inf
757,46752,41870,0xb6a0,0xa38e,,,,,,,,,inf
756,5160,43282,0x1428,0xa912,,,,,,,,,inf
755,59548,58007,0xe89c,0xe297,,,,,,,,,inf
754,7540,37188,0x1d74,0x9144,,,,,,,,,inf
753,20297,63232,0x4f49,0xf700,,,,,,,,,inf
752,15597,2963,0x3ced,0xb93,,,,,,,,,inf
783,47745,3177,0xba81,0xc69,,,,,,,,,inf
782,57015,41369,0xdeb7,0xa199,,,,,,,,,inf
781,53874,63736,0xd272,0xf8f8,,,,,,,,,inf
780,1455,27501,0x5af,0x6b6d,,,,,,,,,inf
779,6489,59463,0x1959,0xe847,,,,,,,,,inf
778,33213,41905,0x81bd,0xa3b1,,,,,,,,,inf
777,25585,39266,0x63f1,0x9962,,,,,,,,,inf
776,10055,57279,0x2747,0xdfbf,,,,,,,,,inf
775,55896,9339,0xda58,0x247b,,,,,,,,,inf
774,2320,51710,0x910,0xc9fe,,,,,,,,,inf
773,55782,13852,0xd9e6,0x361c,,,,,,,,,inf
772,42277,45011,0xa525,0xafd3,,,,,,,,,inf
771,26250,25231,0x668a,0x628f,,,,,,,,,inf
770,56763,17245,0xddbb,0x435d,,,,,,,,,inf
769,20425,44278,0x4fc9,0xacf6,,,,,,,,,inf
799,19251,4557,0x4b33,0x11cd,,,,,,,,,inf
798,41186,59177,0xa0e2,0xe729,,,,,,,,,inf
797,31972,8931,0x7ce4,0x22e3,,,,,,,,,inf
796,61921,59409,0xf1e1,0xe811,,,,,,,,,inf
795,61424,64052,0xeff0,0xfa34,,,,,,,,,inf
794,12527,18185,0x30ef,0x4709,,,,,,,,,inf
793,62567,32551,0xf467,0x7f27,,,,,,,,,inf
792,25264,8981,0x62b0,0x2315,,,,,,,,,inf
791,32101,21176,0x7d65,0x52b8,,,,,,,,,inf
790,32178,53682,0x7db2,0xd1b2,,,,,,,,,inf
789,22743,57587,0x58d7,0xe0f3,,,,,,,,,inf
788,53618,32995,0xd172,0x80e3,,,,,,,,,inf
787,46169,48495,0xb459,0xbd6f,,,,,,,,,inf
786,27187,56812,0x6a33,0xddec,,,,,,,,,inf
785,8655,17796,0x21cf,0x4584,,,,,,,,,inf
784,7394,55271,0x1ce2,0xd7e7,,,,,,,,,inf
815,23474,33204,0x5bb2,0x81b4,,,,,,,,,inf
814,14948,7105,0x3a64,0x1bc1,,,,,,,,,inf
813,20421,20672,0x4fc5,0x50c0,,,,,,,,,inf
812,50541,39063,0xc56d,0x9897,,,,,,,,,inf
811,2071,37792,0x817,0x93a0,,,,,,,,,inf
810,60755,21993,0xed53,0x55e9,,,,,,,,,inf
809,23142,61268,0x5a66,0xef54,,,,,,,,,inf
808,36136,40088,0x8d28,0x9c98,,,,,,,,,inf
807,7221,50980,0x1c35,0xc724,,,,,,,,,inf
806,13602,53719,0x3522,0xd1d7,,,,,,,,,inf
805,84,40700,0x54,0x9efc,,,,,,,,,inf
804,45054,57326,0xaffe,0xdfee,,,,,,,,,inf
803,25875,61569,0x6513,0xf081,,,,,,,,,inf
802,1179,47316,0x49b,0xb8d4,,,,,,,,,inf
801,20621,7121,0x508d,0x1bd1,,,,,,,,,inf
800,53157,6802,0xcfa5,0x1a92,,,,,,,,,inf
831,47183,4535,0xb84f,0x11b7,,,,,,,,,inf
830,58691,23560,0xe543,0x5c08,,,,,,,,,inf
829,4472,52805,0x1178,0xce45,,,,,,,,,inf
828,47825,26260,0xbad1,0x6694,,,,,,,,,inf
827,11435,14690,0x2cab,0x3962,,,,,,,,,inf
826,9023,5640,0x233f,0x1608,,,,,,,,,inf
825,17457,20766,0x4431,0x511e,,,,,,,,,inf
824,42285,17327,0xa52d,0x43af,,,,,,,,,inf
823,27618,45641,0x6be2,0xb249,,,,,,,,,inf
822,6727,7246,0x1a47,0x1c4e,,,,,,,,,inf
821,3214,42282,0xc8e,0xa52a,,,,,,,,,inf
820,51314,24242,0xc872,0x5eb2,,,,,,,,,inf
819,31830,47934,0x7c56,0xbb3e,,,,,,,,,inf
818,4058,62679,0xfda,0xf4d7,,,,,,,,,inf
817,28084,56694,0x6db4,0xdd76,,,,,,,,,inf
816,3252,17997,0xcb4,0x464d,,,,,,,,,inf
847,48350,52776,0xbcde,0xce28,,,,,,,,,inf
846,49079,64734,0xbfb7,0xfcde,,,,,,,,,inf
845,65424,12695,0xff90,0x3197,,,,,,,,,inf
844,45716,2031,0xb294,0x7ef,,,,,,,,,inf
843,9968,49695,0x26f0,0xc21f,,,,,,,,,inf
842,9657,8224,0x25b9,0x2020,,,,,,,,,inf
841,24774,39678,0x60c6,0x9afe,,,,,,,,,inf
840,60486,59602,0xec46,0xe8d2,,,,,,,,,inf
839,1933,610,0x78d,0x262,,,,,,,,,inf
838,31854,52003,0x7c6e,0xcb23,,,,,,,,,inf
837,6869,47341,0x1ad5,0xb8ed,,,,,,,,,inf
836,19786,15669,0x4d4a,0x3d35,,,,,,,,,inf
835,65191,64913,0xfea7,0xfd91,,,,,,,,,inf
834,9671,56082,0x25c7,0xdb12,,,,,,,,,inf
833,32273,21035,0x7e11,0x522b,,,,,,,,,inf
832,9866,57927,0x268a,0xe247,,,,,,,,,inf
863,27517,38612,0x6b7d,0x96d4,,,,,,,,,inf
862,19397,58019,0x4bc5,0xe2a3,,,,,,,,,inf
861,59125,38292,0xe6f5,0x9594,,,,,,,,,inf
860,52517,45060,0xcd25,0xb004,,,,,,,,,inf
859,15668,5155,0x3d34,0x1423,,,,,,,,,inf
858,7775,50202,0x1e5f,0xc41a,,,,,,,,,inf
857,22111,49656,0x565f,0xc1f8,,,,,,,,,inf
856,24745,46949,0x60a9,0xb765,,,,,,,,,inf
855,11617,56227,0x2d61,0xdba3,,,,,,,,,inf
854,22363,43191,0x575b,0xa8b7,,,,,,,,,inf
853,2924,38838,0xb6c,0x97b6,,,,,,,,,inf
852,37421,39303,0x922d,0x9987,,,,,,,,,inf
851,59414,28129,0xe816,0x6de1,,,,,,,,,inf
850,23218,35832,0x5ab2,0x8bf8,,,,,,,,,inf
849,56291,48920,0xdbe3,0xbf18,,,,,,,,,inf
848,22136,49599,0x5678,0xc1bf,,,,,,,,,inf
879,65463,48586,0xffb7,0xbdca,,,,,,,,,inf
878,46748,23913,0xb69c,0x5d69,,,,,,,,,inf
877,16828,32418,0x41bc,0x7ea2,,,,,,,,,inf
876,64399,44524,0xfb8f,0xadec,,,,,,,,,inf
875,60348,49974,0xebbc,0xc336,,,,,,,,,inf
874,16604,42217,0x40dc,0xa4e9,,,,,,,,,inf
873,58021,20298,0xe2a5,0x4f4a,,,,,,,,,inf
872,21031,39503,0x5227,0x9a4f,,,,,,,,,inf
871,30258,2650,0x7632,0xa5a,,,,,,,,,inf
870,51482,4450,0xc91a,0x1162,,,,,,,,,inf
869,47371,41506,0xb90b,0xa222,,,,,,,,,inf
868,8433,35231,0x20f1,0x899f,,,,,,,,,inf
867,29294,48465,0x726e,0xbd51,,,,,,,,,inf
866,10890,21653,0x2a8a,0x5495,,,,,,,,,inf
865,2134,49311,0x856,0xc09f,,,,,,,,,inf
864,67,62264,0x43,0xf338,,,,,,,,,inf
895,25548,39043,0x63cc,0x9883,,,,,,,,,inf
894,28024,723,0x6d78,0x2d3,,,,,,,,,inf
893,48813,43251,0xbead,0xa8f3,,,,,,,,,inf
892,45781,8062,0xb2d5,0x1f7e,,,,,,,,,inf
